country,party_id,party_abbrev,party_name_english,previous_election_date,previous_election_source,previous_election_share,previous_election_notes,previous_election_total_votes,previous_election_party_votes,latest_election,latest_election_source,latest_election_share,latest_election_notes,last_election_total_votes,last_election_party_votes
Netherlands,1004,D66,"Democrats 66	Democraten 66",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,8,,9424235,753939,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,12.2,,10516041,1282957
Netherlands,1005,GL,"GreenLeft	GroenLinks",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,2.3,,9424235,216757,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,9.1,,10516041,956960
Netherlands,1006,SGP,"Political Reformed Party	Staatkundig Gereformeerde Partij",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,2.1,,9424235,197909,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,2.1,,10516041,220837
Netherlands,1014,SP,"Socialist Party	Socialistische Partij",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,9.7,,9424235,914151,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,9.1,,10516041,956960
Netherlands,1016,CU,"ChristianUnion	ChristenUnie",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,3.1,,9424235,292151,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,3.4,,10516041,357545
Netherlands,1017,PVV,"Party for Freedom	Partij voor de Vrijheid",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,10.1,,9424235,951848,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,13.1,,10516041,1377601
Netherlands,1018,PvdD,"Party for the Animals	Partij voor de Dieren",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,1.9,,9424235,179060,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,3.2,,10516041,336513
Netherlands,1020,50PLUS,"50PLUS	50PLUS",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,1.9,,9424235,179060,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,3.1,,10516041,325997
Netherlands,1050,Denk,"Denk	Think/Equality",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,0,,9424235,0,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,2.1,,10516041,220837
Netherlands,1051,FvD,"Forum voor Democratie	Forum for Democracy",2012,http://www.parlgov.org/explore/NLD/election/2012-09-12/,0,,9424235,0,2017,http://www.parlgov.org/explore/NLD/election/2017-03-15/,1.8,,10516041,189289
Britain,1101,CONS,"Conservative Party	Conservative Party",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,36.9,,30691680,11325230,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,42.5,,32204124,13686753
Britain,1102,LAB,"Labour Party	Labour Party",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,30.5,,30691680,9360962,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,40,,32204124,12881650
Britain,1104,LIBDEM,"Liberal Democratic Party	Liberal Democratic Party",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,7.9,,30691680,2424643,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,7.4,,32204124,2383105
Britain,1105,SNP,"Scottish National Party	Scottish National Party",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,4.7,,30691680,1442509,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,3,,32204124,966124
Britain,1106,PLAID,"Party of Wales	Plaid Cymru",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,0.6,,30691680,184150,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,0.5,,32204124,161021
Britain,1107,GREEN,"Green Party	Green Party",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,3.8,,30691680,1166284,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,1.6,,32204124,515266
Britain,1108,UKIP,"United Kingdom Independence Party	United Kingdom Independence Party",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,12.7,,30691680,3897843,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,1.8,,32204124,579674
Britain,1150,SF,"Sinn Féin	Ourselves",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,0.6,,30691680,184150,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,0.7,,32204124,225429
Britain,1151,DUP,"Democratic Unionist Party	Democratic Unionist Party",2015,http://www.parlgov.org/explore/GBR/election/2015-05-07/,0.6,,30691680,184150,2017,http://www.parlgov.org/explore/GBR/election/2017-06-08/,0.9,,32204124,289837
Portugal,1201,CDU,"Democratic Unitarian Coalition	Coligação Democrática Unitária",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,8.2,,5357037,439277,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,8.6,,5206113,447726
Portugal,1202,PP,"People’s Party	Partido Popular",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,12.2,Coalition CDS,5357037,653559,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,9.2,"Coalition PSD, CDS, PP (split 39.8% votes proportional to last election)",5206113,478962
Portugal,1205,PS,"Socialist Party	Partido Socialista",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,29.2,,5357037,1564255,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,33.6,,5206113,1749254
Portugal,1206,PSD,"Social Democratic Party	Partido Social Democrata",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,40.3,,5357037,2158886,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,30.6,"Coalition PSD, CDS, PP (split 39.8% votes proportional to last election)",5206113,1593071
Portugal,1208,BE,"Left Bloc	Bloco de Esquerda",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,5.4,,5357037,289280,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,10.6,,5206113,551848
Portugal,1209,MPT,"Earth Party	Partido da Terra",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,0,,5357037,0,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,0.4,,5206113,20824
Portugal,1250,PAN,"Pessoas-Animais-Natureza	People-Animals-Nature",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,1.1,,5357037,58927,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,1.4,,5206113,72886
Portugal,1251,PDR,"Partido Democratico Republicano	Democratic Republican Party",2011,http://www.parlgov.org/explore/PRT/election/2011-06-05/,0,,5357037,0,2015,http://www.parlgov.org/explore/PRT/election/2015-10-04/,1.2,,5206113,62473
Austria,1301,SPO,"Social Democratic Party of Austria	Sozialdemokratische Partei Österreichs",2013,http://www.parlgov.org/explore/AUT/election/2013-09-29/,26.8,,4692907,1257699,2017,http://www.parlgov.org/explore/AUT/election/2017-10-15/,26.9,,5069929,1363811
Austria,1302,OVP,"Austrian People’s Party	Österreichische Volkspartei",2013,http://www.parlgov.org/explore/AUT/election/2013-09-29/,24,,4692907,1126298,2017,http://www.parlgov.org/explore/AUT/election/2017-10-15/,31.5,,5069929,1597028
Austria,1303,FPO,"Freedom Party of Austria	Freiheitliche Partei Österreichs",2013,http://www.parlgov.org/explore/AUT/election/2013-09-29/,20.5,,4692907,962046,2017,http://www.parlgov.org/explore/AUT/election/2017-10-15/,26,,5069929,1318182
Austria,1304,GRUNE,"The Austrian Green Party	Die Grünen",2013,http://www.parlgov.org/explore/AUT/election/2013-09-29/,12.4,,4692907,581920,2017,http://www.parlgov.org/explore/AUT/election/2017-10-15/,3.8,,5069929,192657
Austria,1306,NEOS,"NEOS—The New Austria	NEOS—Das Neue Österreich",2013,http://www.parlgov.org/explore/AUT/election/2013-09-29/,5,,4692907,234645,2017,http://www.parlgov.org/explore/AUT/election/2017-10-15/,5.3,,5069929,268706
Austria,1307,BZO,"Alliance for the Future of Austria	Bündnis Zukunft Österreich",2013,http://www.parlgov.org/explore/AUT/election/2013-09-29/,3.5,,4692907,164252,2017,http://www.parlgov.org/explore/AUT/election/2017-10-15/,0,,5069929,0
Austria,1310,TeamStronach,"Team Stronach for Austria	Team Stronach für Österreich",2013,http://www.parlgov.org/explore/AUT/election/2013-09-29/,5.7,,4692907,267496,2017,http://www.parlgov.org/explore/AUT/election/2017-10-15/,0,,5069929,0
Finland,1401,SDP,"Social Democratic Party of Finland	Suomen Sosialidemokraattinen Puolue",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,19.1,,2939571,561458,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,16.5,,2968459,489796
Finland,1402,KOK,"National Coalition Party	Kansallinen Kokoomus",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,20.4,,2939571,599672,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,18.2,,2968459,540260
Finland,1403,KESK,"Finnish Center Party	Suomen Keskusta",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,15.8,,2939571,464452,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,21.1,,2968459,626345
Finland,1404,VAS,"Left Alliance	Vasemmistoliitto",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,8.1,,2939571,238105,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,7.1,,2968459,210761
Finland,1405,PS,"True Finns	Persussuomalaiset",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,19.1,,2939571,561458,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,17.7,,2968459,525417
Finland,1406,RKP/SFP,"Swedish People’s Party	Ruotsalainen kansanpuolue/Svenska folkpartiet",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,4.3,,2939571,126402,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,4.9,,2968459,145454
Finland,1408,VIHR,"Green League	Vihreä Liitto",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,7.3,,2939571,214589,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,8.5,,2968459,252319
Finland,1409,KD,"Christian Democrats	Kristillisdemokraatit",2011,http://www.parlgov.org/explore/FIN/election/2011-04-17/,4,,2939571,117583,2015,http://www.parlgov.org/explore/FIN/election/2015-04-19/,3.5,,2968459,103896
Sweden,1601,V,"Left Party	Vänsterpartiet",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,5.7,,6231573,355200,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,8,,6535271,522822
Sweden,1602,SAP,"Swedish Social Democratic Party	Sveriges Socialdemokratiska Arbetareparti",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,31,,6231573,1931788,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,28.3,,6535271,1849482
Sweden,1603,C,"Center Party	Centerpartiet",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,6.1,,6231573,380126,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,8.6,,6535271,562033
Sweden,1604,FP,"Liberal People’s Party	Folkpartiet liberalerna",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,5.4,,6231573,336505,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,5.5,,6535271,359440
Sweden,1605,M,"Moderate Party	Moderata Samlingspartiet",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,23.3,,6231573,1451957,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,19.8,,6535271,1300519
Sweden,1606,KD,"Christian-Democrats	Kristdemokraternah",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,4.6,,6231573,286652,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,6.3,,6535271,411722
Sweden,1607,MP,"Environment Party—The Greens	Miljöepartiet de Gröna",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,6.9,,6231573,429979,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,4.4,,6535271,287552
Sweden,1610,SD,"Sweden Democrats	Sverigedemokraterna",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,12.9,,6231573,803873,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,17.5,,6535271,1130602
Sweden,1612,FI,"Feminist Initative	Feministiskt initiativ",2014,http://www.parlgov.org/explore/SWE/election/2014-09-14/,3.1,,6231573,193179,2018,http://www.parlgov.org/explore/SWE/election/2018-09-09/,0,,6535271,32676
Bulgaria,2002,SDS,"Union of Democratic Forces	Sayuz na demokratichnite sili",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,2.9,Coalition RB (split 8.9% votes),3283192,95213,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,1.5,Coalition RB,2910654,43660
Bulgaria,2003,BSP,"BSP—Left Bulgaria	BSP—Lyava Bulgaria",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,15.4,Coalition KzB,3283192,505612,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,27.9,Coalition KzB,2910654,812072
Bulgaria,2004,DPS,"Movement for Rights and Freedoms	Dvizhenie za Prava i Svobodi",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,14.8,,3283192,485912,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,12.1,Plus DOST,2910654,352189
Bulgaria,2005,VMRO-BND,"VMRO—Bulgarian National Movement	VMRO—Bulgarsko Natsionalno Dvizhenie",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,3.6,"Coalition NFSB, VMRO",3283192,118195,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,3.1,"Coalition NFSB, Ataka, VMRO (split 9.3% of votes)",2910654,90230
Bulgaria,2007,ATAKA,"Attack	Ataka",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,4.5,,3283192,147744,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,3.1,"Coalition NFSB, Ataka, VMRO (split 9.3% of votes)",2910654,90230
Bulgaria,2008,DSB,"Democrats for a Strong Bulgaria	Demokrati za Silna B_algarija",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,2.9,Coalition RB (split 8.9% votes),3283192,95213,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,2.5,,2910654,72766
Bulgaria,2010,GERB,"Citizens for European Development of Bulgaria	Grazhdani za evropeysko razvitie na Balgariya",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,32.7,,3283192,1073604,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,33.5,,2910654,975069
Bulgaria,2013,DBG,"Bulgaria for Citizens Movement	Dvizhenie Bulgaria na grazhdanite",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,2.9,Coalition RB (split 8.9% votes),3283192,95213,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,1.5,Coalition RB,2910654,43660
Bulgaria,2014,NFSB,"National Front for the Salvation of Bulgaria	Natsionalen Front za Spasenie na Bulgaria",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,3.6,"Coalition NFSB, VMRO",3283192,118195,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,3.1,"Coalition NFSB, Ataka, VMRO (split 9.3% of votes)",2910654,90230
Bulgaria,2015,BBT,"Bulgaria without Censorship	Bulgaria bez Tsenzura",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,5.7,,3283192,187142,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,0,,2910654,0
Bulgaria,2016,ABV,"Alternative for Bulgarian Revival	Alternativa za Balgarsko Vazrazhdane",2014,http://www.parlgov.org/explore/BGR/election/2014-10-05/,4.2,,3283192,137894,2017,http://www.parlgov.org/explore/BGR/election/2017-03-26/,1.6,,2910654,46570
Czech Republic,2101,CSSD,"Czech Social Democratic Party	Ceská strana sociáln_e demokratická",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,20.5,,4969984,1018847,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,7.3,,5060759,369435
Czech Republic,2102,ODS,"Civic Democratic Party	Ob_canská demokratická strana",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,7.7,,4969984,382689,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,11.3,,5060759,571866
Czech Republic,2103,KSCM,"Communist Party of Bohemia and Moravia	Komunistická strana Cech a Moravy",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,14.9,,4969984,740528,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,7.8,,5060759,394739
Czech Republic,2104,KDU-CSL,"Christian Democratic Union - Czechoslovak People’s Party	K_res_anská demokratická unie - Ceskoslovenská strana lidová",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,6.8,,4969984,337959,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,5.8,,5060759,293524
Czech Republic,2107,SZ,"Green Party	Strana zelených",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,3.2,,4969984,159039,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,1.5,,5060759,75911
Czech Republic,2109,TOP09,"TOP 09	TOP 09",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,12,,4969984,596398,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,5.3,,5060759,268220
Czech Republic,2111,ANO2011,"ANO 2011, Action of Dissatisfied Citizens	ANO 2011, Akce nespokojených ob_can_",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,18.7,,4969984,929387,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,29.6,,5060759,1497985
Czech Republic,2112,USVIT,"Dawn of Direct Democracy	Úsvit p_rímé demokracie",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,6.9,,4969984,342929,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,0,,5060759,0
Czech Republic,2113,SVOBODNI,"Party of Free Citizens	Strana svobodných ob_can_",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,2.5,,4969984,124250,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,1.6,,5060759,80972
Czech Republic,2114,Pirates,"Pirátská strana	Pirate Party",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,2.7,,4969984,134190,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,10.8,,5060759,546562
Czech Republic,2115,SPD,"Svoboda a p_ímá demokracie	Freedom and Direct Democracy",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,0,,4969984,0,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,10.6,,5060759,536440
Czech Republic,2116,STAN,"Starostové a nezávislí	Mayors and Independents",2013,http://www.parlgov.org/explore/CZE/election/2013-10-25/,0,,4969984,0,2017,http://www.parlgov.org/explore/CZE/election/2017-10-21/,5.2,,5060759,263159
Estonia,2201,IRL,"Pro Patria and Res Publica Union	Erakond Isamaa ja Res Publica Liit",2011,http://www.parlgov.org/explore/EST/election/2011-03-06/,20.5,,575133,117902,2015,http://www.parlgov.org/explore/EST/election/2015-03-01/,13.7,,574150,78659
Estonia,2202,EK,"Estonian Center Party	Eesti Keskerakond",2011,http://www.parlgov.org/explore/EST/election/2011-03-06/,23.3,,575133,134006,2015,http://www.parlgov.org/explore/EST/election/2015-03-01/,24.8,,574150,142389
Estonia,2203,ER,"Estonian Reform Party	Eesti Reformierakond",2011,http://www.parlgov.org/explore/EST/election/2011-03-06/,28.6,,575133,164488,2015,http://www.parlgov.org/explore/EST/election/2015-03-01/,27.7,,574150,159040
Estonia,2204,SDE,"Social Democratic Party	Sotsiaaldemokraatlik Erakond",2011,http://www.parlgov.org/explore/EST/election/2011-03-06/,17.1,,575133,98348,2015,http://www.parlgov.org/explore/EST/election/2015-03-01/,15.2,,574150,87271
Estonia,2207,EER,"Estonian Greens	Erakond Eestimaa Rohelised",2011,http://www.parlgov.org/explore/EST/election/2011-03-06/,3.8,,575133,21855,2015,http://www.parlgov.org/explore/EST/election/2015-03-01/,0.9,,574150,5167
Estonia,2208,EVE,"Estonian Free Party	Eesti Vabaerakond",2011,http://www.parlgov.org/explore/EST/election/2011-03-06/,0,,575133,0,2015,http://www.parlgov.org/explore/EST/election/2015-03-01/,8.7,,574150,49951
Estonia,2209,EKRE,"Eesti Konservatiivne Rahvaerakond	Conservative People’s Party of Estonia",2011,http://www.parlgov.org/explore/EST/election/2011-03-06/,2.1,,575133,12078,2015,http://www.parlgov.org/explore/EST/election/2015-03-01/,8.2,,574150,47080
Hungary,2301,MSZP,"Hungarian Socialist Party	Magyar Szocialista Párt",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,20.1,"Coalition MSZP,DK, Egyutt, PM (split 25.6% of votes proportional to seats)",5047363,1014520,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,11.9,,5732283,682142
Hungary,2302,Fidesz,"Fidesz—Hungarian Civic Union	Fidesz—Magyar Polgári Szövetség",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,44.9,"Coalition Fidesz, KDNP",5047363,2266266,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,49.3,"Coalition Fidesz, KDNP",5732283,2826016
Hungary,2308,JOBBIK,"Jobbik—Movement for a Better Hungary	Jobbik Magyarországért Mozgalom",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,20.2,,5047363,1019567,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,19.1,,5732283,1094866
Hungary,2309,LMP,"Politics Can Be Different	Lehet Más a Politika",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,5.3,,5047363,267510,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,7.1,,5732283,406992
Hungary,2310,E14,"Together 2014	Együtt 2014",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,2.1,"Coalition MSZP,DK, Egyutt, PM (split 25.6% of votes proportional to seats)",5047363,105995,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,0.7,,5732283,40126
Hungary,2311,DK,"Democratic Coalition	Demokratikus Koalíció",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,2.8,"Coalition MSZP,DK, Egyutt, PM (split 25.6% of votes proportional to seats)",5047363,141326,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,5.4,,5732283,309543
Hungary,2312,PM,"Párbeszéd Magyarországért	Dialogue for Hungary",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,0.7,"Coalition MSZP,DK, Egyutt, PM (split 25.6% of votes proportional to seats)",5047363,35332,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,5.9,,5732283,338205
Hungary,2313,MLP,"Magyar Liberális Párt (Liberálisok)	Hungarian Liberal Party",2014,http://www.parlgov.org/explore/HUN/election/2014-04-06/,0,,5047363,0,2018,http://www.parlgov.org/explore/HUN/election/2018-04-08/,0,,5732283,0
Latvia,2402,LKS,"Latvian Russian Union	Latvijas Krievu savien¯iba",2014,http://www.parlgov.org/explore/LVA/election/2014-10-04/,1.6,,906538,14505,2018,http://www.parlgov.org/explore/lva/election/2014-10-04/,3.2,,839000,26848
Latvia,2405,ZZS,"Union of Greens and Farmers	Zal¸o un Zemnieku Savien¯iba",2014,http://www.parlgov.org/explore/LVA/election/2014-10-04/,19.5,,906538,176775,2018,http://www.parlgov.org/explore/lva/election/2014-10-04/,10,,839000,83900
