FIFA_player_name,FIFA_player_rating,PosGroup,PointsAboveAverage
Souleymane Bamba,75,defence,-0.401770464957565
Konstantinos Stafylidis,75,defence,-0.401770464957565
Bustinza,75,defence,-0.401770464957565
Alcalá,75,defence,-0.401770464957565
Cristiano Biraghi,75,defence,-0.401770464957565
Ervin Zukanović,75,defence,-0.401770464957565
Nicolás Spolli,75,defence,-0.401770464957565
Kaan Ayhan,75,defence,-0.401770464957565
InsuaL,75,defence,-0.401770464957565
Rúben SemedoL,75,defence,-0.401770464957565
Luisinho,75,defence,-0.401770464957565
Gian Marco Ferrari,75,defence,-0.401770464957565
Mauricio LemosL,75,defence,-0.401770464957565
Marlon Santos,75,defence,-0.401770464957565
Konrad Laimer,75,defence,-0.401770464957565
Felipe,75,defence,-0.401770464957565
Ayoze Pérez,76,attack,-0.527854275105366
Yoshinori Mutō,76,attack,-0.527854275105366
Ki Sung Yueng,76,attack,-0.527854275105366
Danny IngsL,76,attack,-0.527854275105366
Yoric Ravet,76,attack,-0.527854275105366
Breel Embolo,76,attack,-0.527854275105366
Milot Rashica,76,attack,-0.527854275105366
Florian Kainz,76,attack,-0.527854275105366
Remo Freuler,76,attack,-0.527854275105366
Mario PašalićL,76,attack,-0.527854275105366
Marten de Roon,76,attack,-0.527854275105366
Łukasz Teodorczyk,76,attack,-0.527854275105366
Valon Behrami,76,attack,-0.527854275105366
Younousse Sankharé,76,attack,-0.527854275105366
Yannis Salibur,76,attack,-0.527854275105366
Nolan Roux,76,attack,-0.527854275105366
Ronny Rodelin,76,attack,-0.527854275105366
Thiago Mendes,76,attack,-0.527854275105366
Jean-Eudes Aholou,76,attack,-0.527854275105366
Ellyes Skhiri,76,attack,-0.527854275105366
Paul Lasne,76,attack,-0.527854275105366
Lucas Evangelista,76,attack,-0.527854275105366
Danilo,76,attack,-0.527854275105366
Ismaïla Sarr,76,attack,-0.527854275105366
Dimitri Liénard,76,attack,-0.527854275105366
Marc Albrighton,76,attack,-0.527854275105366
Demarai Gray,76,attack,-0.527854275105366
Shinji Okazaki,76,attack,-0.527854275105366
Aleksandar Mitrović,76,attack,-0.527854275105366
Luciano ViettoL,76,attack,-0.527854275105366
Pablo De Blasis,76,attack,-0.527854275105366
Daniel Ginczek,76,attack,-0.527854275105366
Felix Klaus,76,attack,-0.527854275105366
Mattia Destro,76,attack,-0.527854275105366
Godfred Donsah,76,attack,-0.527854275105366
Borja Iglesias,76,attack,-0.527854275105366
Tomás Pina,76,attack,-0.527854275105366
Rubén Sobrino,76,attack,-0.527854275105366
Embarba,76,attack,-0.527854275105366
Gaël Kakuta,76,attack,-0.527854275105366
Pirmin Schwegler,76,attack,-0.527854275105366
Ihlas Bebou,76,attack,-0.527854275105366
Genki Haraguchi,76,attack,-0.527854275105366
Thomas Mangani,76,attack,-0.527854275105366
Nathaniel Chalobah,76,attack,-0.527854275105366
Tom Cleverley,76,attack,-0.527854275105366
Sam Vokes,76,attack,-0.527854275105366
James McArthur,76,attack,-0.527854275105366
Dale Stephens,76,attack,-0.527854275105366
Glenn Murray,76,attack,-0.527854275105366
Thomas Monconduit,76,attack,-0.527854275105366
Moussa Konaté,76,attack,-0.527854275105366
Francisco GeraldesL,76,attack,-0.527854275105366
Karol Linetty,76,attack,-0.527854275105366
Jakub JanktoL,76,attack,-0.527854275105366
Gregoire DefrelL,76,attack,-0.527854275105366
Dennis Praet,76,attack,-0.527854275105366
Nicolò Barella,76,attack,-0.527854275105366
Emmanuel Boateng,76,attack,-0.527854275105366
Moses Simon,76,attack,-0.527854275105366
Mata,76,attack,-0.527854275105366
Iván Alejo,76,attack,-0.527854275105366
Jonathan Hogg,76,attack,-0.527854275105366
Steve Mounié,76,attack,-0.527854275105366
Andrew Surman,76,attack,-0.527854275105366
CamarasaL,76,attack,-0.527854275105366
Harry ArterL,76,attack,-0.527854275105366
Lukas Rupp,76,attack,-0.527854275105366
Ishak Belfodil,76,attack,-0.527854275105366
Koo Ja Cheol,76,attack,-0.527854275105366
Eraso,76,attack,-0.527854275105366
Gabriel,76,attack,-0.527854275105366
Nabil El Zhar,76,attack,-0.527854275105366
Valentin Eysseric,76,attack,-0.527854275105366
Cyril Théréau,76,attack,-0.527854275105366
Gianluca Lapadula,76,attack,-0.527854275105366
Iuri MedeirosL,76,attack,-0.527854275105366
Kwon Chang Hoon,76,attack,-0.527854275105366
Naïm Sliti,76,attack,-0.527854275105366
Serdar Gürler,76,attack,-0.527854275105366
Joel Campbell,76,attack,-0.527854275105366
Francesco Magnanelli,76,attack,-0.527854275105366
Federico Di Francesco,76,attack,-0.527854275105366
Khouma Babacar,76,attack,-0.527854275105366
Federico Viviani,76,attack,-0.527854275105366
Manuel Lazzari,76,attack,-0.527854275105366
Alberto Paloschi,76,attack,-0.527854275105366
Mirco Antenucci,76,attack,-0.527854275105366
Manuel Gulde,74,defence,-0.55687985027414
Bram Nuytinck,74,defence,-0.55687985027414
Molla Wagué,74,defence,-0.55687985027414
Pedro Rebocho,74,defence,-0.55687985027414
Jordan Ikoko,74,defence,-0.55687985027414
Adama Soumaoro,74,defence,-0.55687985027414
Edgar Ié,74,defence,-0.55687985027414
Daniel Congré,74,defence,-0.55687985027414
Malang Sarr,74,defence,-0.55687985027414
Ludovic Baal,74,defence,-0.55687985027414
Hamari Traoré,74,defence,-0.55687985027414
Stefan Mitrović,74,defence,-0.55687985027414
Matt Doherty,74,defence,-0.55687985027414
Romain Saïss,74,defence,-0.55687985027414
Alexander Hack,74,defence,-0.55687985027414
Georg Margreitter,74,defence,-0.55687985027414
Ewerton,74,defence,-0.55687985027414
Alaixys Romao,74,defence,-0.55687985027414
Ximo Navarro,74,defence,-0.55687985027414
Álex Moreno,74,defence,-0.55687985027414
Luis AdvínculaL,74,defence,-0.55687985027414
Emiliano Velázquez,74,defence,-0.55687985027414
Mateo Pavlović,74,defence,-0.55687985027414
Vincent Manceau,74,defence,-0.55687985027414
Emil KrafthL,74,defence,-0.55687985027414
Timothée KolodziejczakL,74,defence,-0.55687985027414
Marco Andreolli,74,defence,-0.55687985027414
Luna,74,defence,-0.55687985027414
Florent Hadergjonaj,74,defence,-0.55687985027414
Greg Cunningham,74,defence,-0.55687985027414
Sean Morrison,74,defence,-0.55687985027414
Bruno Ecuélé Manga,74,defence,-0.55687985027414
Jonathan Schmid,74,defence,-0.55687985027414
Allan NyomL,74,defence,-0.55687985027414
Jonathan SilvaL,74,defence,-0.55687985027414
JuanfranL,74,defence,-0.55687985027414
Vincent Laurini,74,defence,-0.55687985027414
Valentin Rosier,74,defence,-0.55687985027414
EtxeitaL,74,defence,-0.55687985027414
Edoardo GoldanigaL,74,defence,-0.55687985027414
Pol Lirola,74,defence,-0.55687985027414
Ali AdnanL,73,defence,-0.688343005267177
Marcello Gazzola,73,defence,-0.688343005267177
Samir,73,defence,-0.688343005267177
Thomas Heurtaux,73,defence,-0.688343005267177
Jens Stryger Larsen,73,defence,-0.688343005267177
Maxime Poundjé,73,defence,-0.688343005267177
Igor Lewczuk,73,defence,-0.688343005267177
Jules Koundé,73,defence,-0.688343005267177
Jérémy Sorbon,73,defence,-0.688343005267177
Ambroise Oyongo,73,defence,-0.688343005267177
Matt MiazgaL,73,defence,-0.688343005267177
Lamine KonéL,73,defence,-0.688343005267177
Tim Leibold,73,defence,-0.688343005267177
Robert BauerL,73,defence,-0.688343005267177
Ibrahima Mbaye,73,defence,-0.688343005267177
Federico Barba,73,defence,-0.688343005267177
Fabrizio Cacciatore,73,defence,-0.688343005267177
Romain Genevois,73,defence,-0.688343005267177
Abdoulaye Ba,73,defence,-0.688343005267177
Oliver Sorg,73,defence,-0.688343005267177
Manuel Pasqual,73,defence,-0.688343005267177
Bakaye Dibassy,73,defence,-0.688343005267177
Khaled Adénon,73,defence,-0.688343005267177
Bartosz Bereszyński,73,defence,-0.688343005267177
Ignasi Miquel,73,defence,-0.688343005267177
Raul García,73,defence,-0.688343005267177
Nikola Milenković,73,defence,-0.688343005267177
Fouad Chafik,73,defence,-0.688343005267177
Niko Gießelmann,73,defence,-0.688343005267177
Mohamed Diamé,75,attack,-0.723758656525105
Florian Niederlechner,75,attack,-0.723758656525105
Jérôme Gondorf,75,attack,-0.723758656525105
Erik Thommy,75,attack,-0.723758656525105
Alberto GrassiL,75,attack,-0.723758656525105
Rodrigo Javier De Paul,75,attack,-0.723758656525105
Seko Fofana,75,attack,-0.723758656525105
Felipe Vizeu,75,attack,-0.723758656525105
Lukas Lerager,75,attack,-0.723758656525105
Nicolas De Préville,75,attack,-0.723758656525105
François Kamano,75,attack,-0.723758656525105
Otávio,75,attack,-0.723758656525105
Marcus Coco,75,attack,-0.723758656525105
Nicolas Benezet,75,attack,-0.723758656525105
Lucas Deaux,75,attack,-0.723758656525105
Ludovic Blas,75,attack,-0.723758656525105
Nicolas Pépé,75,attack,-0.723758656525105
Thiago Maia,75,attack,-0.723758656525105
Yassine Benzia,75,attack,-0.723758656525105
Youssef Aït Bennasser,75,attack,-0.723758656525105
Gaëtan Laborde,75,attack,-0.723758656525105
Andy DelortL,75,attack,-0.723758656525105
Abdoulaye Touré,75,attack,-0.723758656525105
Gabriel BoschiliaL,75,attack,-0.723758656525105
Jonas Martin,75,attack,-0.723758656525105
Adama,75,attack,-0.723758656525105
Ivan Cavaleiro,75,attack,-0.723758656525105
Hélder Costa,75,attack,-0.723758656525105
Kevin McDonald,75,attack,-0.723758656525105
Stefan Johansen,75,attack,-0.723758656525105
Mathew Leckie,75,attack,-0.723758656525105
Hanno Behrens,75,attack,-0.723758656525105
Ladislav Krejčí,75,attack,-0.723758656525105
Maxime Lopez,75,attack,-0.723758656525105
Merino,75,attack,-0.723758656525105
KekoL,75,attack,-0.723758656525105
IviL,75,attack,-0.723758656525105
Borja BastónL,75,attack,-0.723758656525105
MedránL,75,attack,-0.723758656525105
Baptiste Santamaria,75,attack,-0.723758656525105
Pierrick Capelle,75,attack,-0.723758656525105
Francesco Caputo,75,attack,-0.723758656525105
Stéphane M'Bia,75,attack,-0.723758656525105
Ola Toivonen,75,attack,-0.723758656525105
Jimmy Durmaz,75,attack,-0.723758656525105
Bongani Zungu,75,attack,-0.723758656525105
Robert Berić,75,attack,-0.723758656525105
Ole Kristian Selnæs,75,attack,-0.723758656525105
Gelson Fernandes,75,attack,-0.723758656525105
Luka JovićL,75,attack,-0.723758656525105
Luca Cigarini,75,attack,-0.723758656525105
Laurent Depoitre,75,attack,-0.723758656525105
Ramadan Sobhi,75,attack,-0.723758656525105
Ryan Fraser,75,attack,-0.723758656525105
Junior Hoilett,75,attack,-0.723758656525105
Guido CarrilloL,75,attack,-0.723758656525105
Diego RolánL,75,attack,-0.723758656525105
Rubén Pérez,75,attack,-0.723758656525105
Goran Pandev,75,attack,-0.723758656525105
Sandro,75,attack,-0.723758656525105
Júlio Tavares,75,attack,-0.723758656525105
Romain Amalfitano,75,attack,-0.723758656525105
Yoann Gourcuff,75,attack,-0.723758656525105
Kevin Stöger,75,attack,-0.723758656525105
Melero,75,attack,-0.723758656525105
Juan Camilo HernándezL,75,attack,-0.723758656525105
Camillo Ciano,75,attack,-0.723758656525105
Manuel LocatelliL,75,attack,-0.723758656525105
Alfred Duncan,75,attack,-0.723758656525105
Simone Missiroli,75,attack,-0.723758656525105
Jasmin Kurtić,75,attack,-0.723758656525105
Andrea PetagnaL,75,attack,-0.723758656525105
Nicolas Höfler,72,defence,-0.79756081202444
Pascal Stenzel,72,defence,-0.79756081202444
Franck Tabanou,72,defence,-0.79756081202444
Pablo Martinez,72,defence,-0.79756081202444
Ismaël Diomandé,72,defence,-0.79756081202444
Romain Métanire,72,defence,-0.79756081202444
Kiko Olivas,72,defence,-0.79756081202444
Guitián,72,defence,-0.79756081202444
Domenico Maietta,72,defence,-0.79756081202444
Steeve Yago,72,defence,-0.79756081202444
Steven Moreira,72,defence,-0.79756081202444
François Moubandje,72,defence,-0.79756081202444
Oualid El Hajjam,72,defence,-0.79756081202444
Gabriel Silva,72,defence,-0.79756081202444
Nicola Murru,72,defence,-0.79756081202444
Fabio Pisacane,72,defence,-0.79756081202444
Luca Ceppitelli,72,defence,-0.79756081202444
André Hoffmann,72,defence,-0.79756081202444
Cristian Molinaro,72,defence,-0.79756081202444
Lorenzo Ariaudo,72,defence,-0.79756081202444
Federico Peluso,72,defence,-0.79756081202444
Johan Djourou,72,defence,-0.79756081202444
Thiago Cionek,72,defence,-0.79756081202444
Francesco Vicari,72,defence,-0.79756081202444
Bruno Alves,71,defence,-0.886011350665773
Fábio,71,defence,-0.886011350665773
Lionel Carole,71,defence,-0.886011350665773
Enrico Valentini,71,defence,-0.886011350665773
Anthony Briançon,71,defence,-0.886011350665773
Yunis Abdelhamid,71,defence,-0.886011350665773
Nacho,71,defence,-0.886011350665773
Antoñito,71,defence,-0.886011350665773
Yoann Andreu,71,defence,-0.886011350665773
Simone Padoin,71,defence,-0.886011350665773
Callum Paterson,71,defence,-0.886011350665773
Oussama Haddadi,71,defence,-0.886011350665773
Wesley Lautoa,71,defence,-0.886011350665773
Diego Contento,71,defence,-0.886011350665773
Jean Zimmer,71,defence,-0.886011350665773
Miramón,71,defence,-0.886011350665773
Marco Capuano,71,defence,-0.886011350665773
Luka Krajnc,71,defence,-0.886011350665773
Kevin BonifaziL,71,defence,-0.886011350665773
Janik Haberer,74,attack,-0.892009836034514
Jonathan Biabiany,74,attack,-0.892009836034514
Antonio Di Gaudio,74,attack,-0.892009836034514
Amato CicirettiL,74,attack,-0.892009836034514
Valentin Vada,74,attack,-0.892009836034514
Luiz Araújo,74,attack,-0.892009836034514
Anwar El Ghazi,74,attack,-0.892009836034514
Keagan Dolly,74,attack,-0.892009836034514
Majeed WarisL,74,attack,-0.892009836034514
Diafra Sakho,74,attack,-0.892009836034514
Adrien Thomasson,74,attack,-0.892009836034514
Robin Quaison,74,attack,-0.892009836034514
Levin Öztunalı,74,attack,-0.892009836034514
Nicola Rigoni,74,attack,-0.892009836034514
Riccardo Meggiorini,74,attack,-0.892009836034514
Joel Obi,74,attack,-0.892009836034514
Filip Đorđević,74,attack,-0.892009836034514
Enzo Crivelli,74,attack,-0.892009836034514
Suk Hyun Jun,74,attack,-0.892009836034514
Míchel,74,attack,-0.892009836034514
Pozo,74,attack,-0.892009836034514
Marvin Bakalorz,74,attack,-0.892009836034514
Billy Ketkeophomphone,74,attack,-0.892009836034514
Angelo Fulgini,74,attack,-0.892009836034514
Flavien Tait,74,attack,-0.892009836034514
Corentin Jean,74,attack,-0.892009836034514
Artur Ioniţă,74,attack,-0.892009836034514
Adama Diakhaby,74,attack,-0.892009836034514
Alex Pritchard,74,attack,-0.892009836034514
Joe Ralls,74,attack,-0.892009836034514
Bobby Reid,74,attack,-0.892009836034514
Anthony Lozano,74,attack,-0.892009836034514
Patrick RobertsL,74,attack,-0.892009836034514
Darko Lazović,74,attack,-0.892009836034514
Takashi UsamiL,74,attack,-0.892009836034514
David Ferreiro,74,attack,-0.892009836034514
Damián MustoL,74,attack,-0.892009836034514
Moi GómezL,74,attack,-0.892009836034514
Samuele LongoL,74,attack,-0.892009836034514
Lorenzo CrisetigL,74,attack,-0.892009836034514
Cédric Yambéré,70,defence,-0.955267350263428
Riccardo Gagliolo,69,defence,-1.00702138490307
Valerio Di Cesare,69,defence,-1.00702138490307
Fodé Ballo Touré,69,defence,-1.00702138490307
Loïck Landre,69,defence,-1.00702138490307
Thomas Fontaine,69,defence,-1.00702138490307
Calero,69,defence,-1.00702138490307
Giovanni Di Lorenzo,69,defence,-1.00702138490307
Mike Frantz,73,attack,-1.03415063774232
Anastasios Donis,73,attack,-1.03415063774232
Adrien Tameze,73,attack,-1.03415063774232
Rémi Walter,73,attack,-1.03415063774232
Jakob Johansson,73,attack,-1.03415063774232
Adrien Hunou,73,attack,-1.03415063774232
José Rodríguez,73,attack,-1.03415063774232
Anthony Ujah,73,attack,-1.03415063774232
Alexandru Maxim,73,attack,-1.03415063774232
Mikael Ishak,73,attack,-1.03415063774232
Stef Peeters,73,attack,-1.03415063774232
Casimir Ninga,73,attack,-1.03415063774232
Pablo Chavarría,73,attack,-1.03415063774232
Óscar Plano,73,attack,-1.03415063774232
Iver Fossum,73,attack,-1.03415063774232
Walace,73,attack,-1.03415063774232
Harrison Manzala,73,attack,-1.03415063774232
Afriyie Acquah,73,attack,-1.03415063774232
Rade Krunić,73,attack,-1.03415063774232
Miha Zajc,73,attack,-1.03415063774232
Yaya Sanogo,73,attack,-1.03415063774232
Juan Ferney Otero,73,attack,-1.03415063774232
Loïs Diony,73,attack,-1.03415063774232
Diego Farías,73,attack,-1.03415063774232
Marco Sau,73,attack,-1.03415063774232
Aron Gunnarsson,73,attack,-1.03415063774232
Julian Schieber,73,attack,-1.03415063774232
André Hahn,73,attack,-1.03415063774232
Oscar Hiljemark,73,attack,-1.03415063774232
Luca MazzitelliL,73,attack,-1.03415063774232
Frédéric Sammaritano,73,attack,-1.03415063774232
Jordan Marié,73,attack,-1.03415063774232
Marvin Ducksch,73,attack,-1.03415063774232
Rouwen Hennings,73,attack,-1.03415063774232
Benito Raman,73,attack,-1.03415063774232
Federico Dionisi,73,attack,-1.03415063774232
Daniel Ciofani,73,attack,-1.03415063774232
Luigi Alberto Scaglia,68,defence,-1.04312412447873
Féthi Harek,68,defence,-1.04312412447873
Hervé Lybohy,68,defence,-1.04312412447873
Florian Miguel,67,defence,-1.06564743066799
Mehmet Zeki Çelik,66,defence,-1.07700417395722
Mattia SprocatiL,72,attack,-1.15178659106904
Florent Mollet,72,attack,-1.15178659106904
Rene Krhin,72,attack,-1.15178659106904
Yacine Bammou,72,attack,-1.15178659106904
Téji Savanier,72,attack,-1.15178659106904
Moustapha Diallo,72,attack,-1.15178659106904
Denis Bouanga,72,attack,-1.15178659106904
Daniele VerdeL,72,attack,-1.15178659106904
Rubén Alcaraz,72,attack,-1.15178659106904
Luismi,72,attack,-1.15178659106904
Salih UçanL,72,attack,-1.15178659106904
Lorenzo Lollo,72,attack,-1.15178659106904
Marcel Büchel,72,attack,-1.15178659106904
Kenneth Zohore,72,attack,-1.15178659106904
Kenan Karaman,72,attack,-1.15178659106904
Marcel Sobottka,72,attack,-1.15178659106904
Stipe PericaL,72,attack,-1.15178659106904
Emil Hallfreðsson,72,attack,-1.15178659106904
Lucas Höler,71,attack,-1.2466016927013
Benjamin Corgnet,71,attack,-1.2466016927013
Nuno da Costa,71,attack,-1.2466016927013
Jérémy Grimm,71,attack,-1.2466016927013
Anthony Gonçalves,71,attack,-1.2466016927013
Rachid Alioui,71,attack,-1.2466016927013
Umut Bozok,71,attack,-1.2466016927013
Moussa Doumbia,71,attack,-1.2466016927013
Marvin Martin,71,attack,-1.2466016927013
Tristan Dingomé,71,attack,-1.2466016927013
Stiven Mendoza,71,attack,-1.2466016927013
Guessouma Fofana,71,attack,-1.2466016927013
Sebastian Kerk,70,attack,-1.32038005781002
Prince Oniangué,70,attack,-1.32038005781002
Christian Kouakou,70,attack,-1.32038005781002
Sada Thioub,70,attack,-1.32038005781002
Javi Guerra,70,attack,-1.32038005781002
Rafał Kurzawa,70,attack,-1.32038005781002
Ondřej Petrák,69,attack,-1.37503674659988
Edgar Salli,69,attack,-1.37503674659988
Patrick Erras,69,attack,-1.37503674659988
Renaud Ripart,69,attack,-1.37503674659988
Xavier Chavalerin,69,attack,-1.37503674659988
Grejohn Kyei,69,attack,-1.37503674659988
Santi Comesaña,69,attack,-1.37503674659988
Adam Zreľák,67,attack,-1.43561007418218
